RunTime, Client, ReqPerConn, ConnSuccess, ConnFailure, Timeout, Request, AvgReqTime, RecvSizePerSec, AvgReqPerSec, ReqSleepTime
    467,   1000,          1,      173853,           0,     583,  172405,   0.166586,        1872195,          368,     1.000000
